case_index	design_wavelength_nm	candidate_index	selected	wavelength_eligible	final_min_wavelength_nm	final_abs_wavelength_error_nm	final_min_transmittance	final_fwhm_nm	valley_penalty_normalized	fwhm_penalty_normalized	quality_score	cvae_min_wavelength_nm	cvae_min_transmittance	cvae_fwhm_nm	ideal_to_final_mse	R	n_host
1.2000000000e+01	5.0103448276e+02	1.1000000000e+01	0.0000000000e+00	1.0000000000e+00	4.9977401733e+02	1.2604654246e+00	1.3633948751e-02	3.4804363766e+01	1.3633948751e-01	1.1601454589e+00	6.4824247318e-01	5.0523022461e+02	3.6568131298e-02	3.4111413082e+01	2.6028580032e-03	4.5721521378e+00	2.1667561531e+00
1.2000000000e+01	5.0103448276e+02	1.2000000000e+01	0.0000000000e+00	1.0000000000e+00	5.0061343384e+02	4.2104892073e-01	6.8566292524e-02	2.5484117517e+01	6.8566292524e-01	8.4947058390e-01	7.6756675457e-01	5.0229226685e+02	1.3689291477e-01	2.7747161745e+01	2.6443374809e-03	3.7839627266e+00	2.1657888889e+00
1.2000000000e+01	5.0103448276e+02	1.3000000000e+01	0.0000000000e+00	1.0000000000e+00	5.0103314209e+02	1.3406687769e-03	1.7775069922e-02	3.2940279536e+01	1.7775069922e-01	1.0980093179e+00	6.3788000854e-01	5.0313168335e+02	5.8947809041e-02	3.5066046843e+01	2.0038441289e-03	4.4284286499e+00	2.1644215584e+00
1.2000000000e+01	5.0103448276e+02	1.4000000000e+01	0.0000000000e+00	0.0000000000e+00	4.9851489258e+02	2.5195901805e+00	1.4664018527e-03	6.5616565089e+01	inf	inf	inf	4.9641635132e+02	5.1497858949e-03	6.6717566999e+01	3.2280106097e-02	6.3725538254e+00	2.1347568035e+00
1.2000000000e+01	5.0103448276e+02	1.5000000000e+01	0.0000000000e+00	0.0000000000e+00	5.0439080811e+02	3.3563253468e+00	1.5216030180e-01	2.3027828014e+01	inf	inf	inf	5.0439080811e+02	1.8943497539e-01	2.3895042849e+01	7.4060056359e-03	3.4516286850e+00	2.1806404591e+00
1.2000000000e+01	5.0103448276e+02	1.6000000000e+01	0.0000000000e+00	1.0000000000e+00	4.9977401733e+02	1.2604654246e+00	3.3562656026e-03	4.8336306504e+01	3.3562656026e-02	1.6112102168e+00	8.2238643641e-01	4.9809518433e+02	7.7853784896e-03	4.8866688396e+01	1.2011951767e-02	5.4442381859e+00	2.1467037201e+00
1.2000000000e+01	5.0103448276e+02	1.7000000000e+01	0.0000000000e+00	1.0000000000e+00	5.0103314209e+02	1.3406687769e-03	3.8002446294e-02	2.8835880783e+01	3.8002446294e-01	9.6119602611e-01	6.7061024452e-01	5.0229226685e+02	9.5337204635e-02	3.1061635395e+01	1.7086786684e-03	4.0971622467e+00	2.1597576141e+00
1.2000000000e+01	5.0103448276e+02	1.8000000000e+01	1.0000000000e+00	1.0000000000e+00	4.9977401733e+02	1.2604654246e+00	1.8683593720e-02	3.1889104747e+01	1.8683593720e-01	1.0629701582e+00	6.2490304771e-01	5.0103314209e+02	6.3300743699e-02	3.4023842287e+01	1.9315001555e-03	4.4101872444e+00	2.1493821144e+00
1.2000000000e+01	5.0103448276e+02	1.9000000000e+01	0.0000000000e+00	1.0000000000e+00	4.9977401733e+02	1.2604654246e+00	2.0428795833e-03	5.3126044435e+01	2.0428795833e-02	1.7708681478e+00	8.9564847184e-01	4.9851489258e+02	1.1660680175e-02	5.3498015049e+01	1.6338085756e-02	5.6590566635e+00	2.1477549076e+00
1.3000000000e+01	5.0931034483e+02	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	5.0103314209e+02	8.2772027377e+00	8.7382714264e-04	6.3408459923e+01	inf	inf	inf	5.0229226685e+02	1.8026189646e-03	6.3492933475e+01	3.1228346750e-02	6.2091512680e+00	2.1770162582e+00
1.3000000000e+01	5.0931034483e+02	1.0000000000e+00	0.0000000000e+00	1.0000000000e+00	5.0942733765e+02	1.1699281890e-01	5.9797517024e-03	4.0195222561e+01	5.9797517024e-02	1.3398407520e+00	6.9981913453e-01	5.1110617065e+02	1.6867095605e-02	4.1505984317e+01	5.9352661483e-03	4.9124221802e+00	2.2039062977e+00
1.3000000000e+01	5.0931034483e+02	2.0000000000e+00	0.0000000000e+00	1.0000000000e+00	5.0774850464e+02	1.5618401889e+00	2.2521984577e-01	1.9820464245e+01	2.2521984577e+00	6.6068214150e-01	1.4564402996e+00	5.0732879639e+02	2.6967126131e-01	2.1373265766e+01	9.6273971722e-03	2.9773256779e+00	2.2052628994e+00
1.3000000000e+01	5.0931034483e+02	3.0000000000e+00	0.0000000000e+00	1.0000000000e+00	5.0942733765e+02	1.1699281890e-01	4.8285988159e-03	4.5595709584e+01	4.8285988159e-02	1.5198569861e+00	7.8407148715e-01	5.1068646240e+02	1.3189663179e-02	4.6751751429e+01	1.0047852062e-02	5.1767425537e+00	2.1982131004e+00
1.3000000000e+01	5.0931034483e+02	4.0000000000e+00	0.0000000000e+00	1.0000000000e+00	5.0942733765e+02	1.1699281890e-01	3.5544228554e-01	1.8163580135e+01	3.5544228554e+00	6.0545267115e-01	2.0799377633e+00	5.0942733765e+02	4.0487655997e-01	1.8544193790e+01	1.5610295348e-02	2.5907933712e+00	2.1967425346e+00
1.3000000000e+01	5.0931034483e+02	5.0000000000e+00	0.0000000000e+00	1.0000000000e+00	5.0942733765e+02	1.1699281890e-01	2.9157027602e-03	4.7111803730e+01	2.9157027602e-02	1.5703934577e+00	7.9977524264e-01	5.0606964111e+02	1.6040537506e-02	4.8791307455e+01	1.1135072447e-02	5.2726392746e+00	2.1990141869e+00
1.3000000000e+01	5.0931034483e+02	6.0000000000e+00	0.0000000000e+00	1.0000000000e+00	5.0942733765e+02	1.1699281890e-01	8.3991757128e-04	5.6034401313e+01	8.3991757128e-03	1.8678133771e+00	9.3810627641e-01	5.0858792114e+02	9.5498282462e-03	5.7846739476e+01	2.0056337118e-02	5.7340488434e+00	2.1932325363e+00
1.3000000000e+01	5.0931034483e+02	7.0000000000e+00	0.0000000000e+00	1.0000000000e+00	5.0942733765e+02	1.1699281890e-01	3.4767925739e-01	1.8460830694e+01	3.4767925739e+00	6.1536102312e-01	2.0460767985e+00	5.0942733765e+02	4.1960629821e-01	2.0585317049e+01	1.5069830231e-02	2.6154394150e+00	2.2045691013e+00
1.3000000000e+01	5.0931034483e+02	8.0000000000e+00	0.0000000000e+00	1.0000000000e+00	5.0942733765e+02	1.1699281890e-01	1.7130499706e-02	3.3775788194e+01	1.7130499706e-01	1.1258596065e+00	6.4858230175e-01	5.0732879639e+02	3.9632186294e-02	3.5046955905e+01	2.7262372896e-03	4.4577040672e+00	2.1939189434e+00
1.3000000000e+01	5.0931034483e+02	9.0000000000e+00	0.0000000000e+00	1.0000000000e+00	5.0900762939e+02	3.0271543305e-01	1.6166289151e-01	2.1560588330e+01	1.6166289151e+00	7.1868627767e-01	1.1676575964e+00	5.0942733765e+02	2.0883923769e-01	2.2327240307e+01	6.4852489159e-03	3.2464265823e+00	2.2011489868e+00
1.3000000000e+01	5.0931034483e+02	1.0000000000e+01	0.0000000000e+00	0.0000000000e+00	5.0690908813e+02	2.4012566928e+00	4.8293523490e-02	2.8058456198e+01	inf	inf	inf	5.0732879639e+02	7.4559345841e-02	2.8742075438e+01	2.1994847339e-03	3.9935631752e+00	2.1997165680e+00
1.3000000000e+01	5.0931034483e+02	1.1000000000e+01	1.0000000000e+00	1.0000000000e+00	5.1026675415e+02	9.5640932280e-01	1.0935831815e-02	3.3775575482e+01	1.0935831815e-01	1.1258525161e+00	6.1760541710e-01	5.1194558716e+02	3.3981271088e-02	3.4455950104e+01	3.0548770446e-03	4.4386215210e+00	2.2100758553e+00
1.3000000000e+01	5.0931034483e+02	1.2000000000e+01	0.0000000000e+00	1.0000000000e+00	5.0732879639e+02	1.9815484409e+00	5.9115547687e-02	2.6799711379e+01	5.9115547687e-01	8.9332371262e-01	7.4223959474e-01	5.0942733765e+02	1.0242922604e-01	2.8691785803e+01	2.3556989618e-03	3.8238065243e+00	2.2054126263e+00
1.3000000000e+01	5.0931034483e+02	1.3000000000e+01	0.0000000000e+00	1.0000000000e+00	5.0942733765e+02	1.1699281890e-01	1.5236712061e-02	3.2859448073e+01	1.5236712061e-01	1.0953149358e+00	6.2384102819e-01	5.0984704590e+02	4.4036153704e-02	3.4688964972e+01	2.5156377815e-03	4.3667302132e+00	2.2017841339e+00
1.3000000000e+01	5.0931034483e+02	1.4000000000e+01	0.0000000000e+00	0.0000000000e+00	5.0229226685e+02	7.0180779819e+00	7.2265934432e-04	6.7494888130e+01	inf	inf	inf	5.0732879639e+02	5.5702654645e-03	6.9284390854e+01	3.5786114633e-02	6.3521127701e+00	2.1791059971e+00
1.3000000000e+01	5.0931034483e+02	1.5000000000e+01	0.0000000000e+00	1.0000000000e+00	5.0900762939e+02	3.0271543305e-01	8.7713442743e-02	2.4633382735e+01	8.7713442743e-01	8.2111275784e-01	8.4912359263e-01	5.1026675415e+02	1.4616729319e-01	2.6597906524e+01	3.2765353099e-03	3.5937047005e+00	2.2093620300e+00
1.3000000000e+01	5.0931034483e+02	1.6000000000e+01	0.0000000000e+00	0.0000000000e+00	5.0606964111e+02	3.2407037143e+00	3.0941807199e-03	5.1423257307e+01	inf	inf	inf	5.0355139160e+02	8.7876897305e-03	5.2274439676e+01	1.6011884436e-02	5.4750761986e+00	2.1820325851e+00
1.3000000000e+01	5.0931034483e+02	1.7000000000e+01	0.0000000000e+00	1.0000000000e+00	5.0942733765e+02	1.1699281890e-01	2.5863425806e-02	3.0655233846e+01	2.5863425806e-01	1.0218411282e+00	6.4023769313e-01	5.0858792114e+02	5.8111391962e-02	3.2084146769e+01	2.0190849900e-03	4.2068328857e+00	2.2004740238e+00
1.3000000000e+01	5.0931034483e+02	1.8000000000e+01	0.0000000000e+00	1.0000000000e+00	5.0942733765e+02	1.1699281890e-01	1.9267272204e-02	3.2416144007e+01	1.9267272204e-01	1.0805381336e+00	6.3660542780e-01	5.0732879639e+02	4.7362964600e-02	3.3989403091e+01	2.3486984428e-03	4.3537473679e+00	2.1968986988e+00
1.3000000000e+01	5.0931034483e+02	1.9000000000e+01	0.0000000000e+00	1.0000000000e+00	5.0942733765e+02	1.1699281890e-01	8.8859663811e-04	5.4000835894e+01	8.8859663811e-03	1.8000278631e+00	9.0445691475e-01	5.0858792114e+02	1.2306766585e-02	5.6457499332e+01	1.7603613436e-02	5.6313433647e+00	2.2035670280e+00
1.4000000000e+01	5.1758620690e+02	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	5.0942733765e+02	8.1588692501e+00	1.8541800091e-04	6.5204254246e+01	inf	inf	inf	5.0732879639e+02	5.5434545502e-03	6.8667717303e+01	3.5298168659e-02	6.2535438538e+00	2.2076258659e+00
1.4000000000e+01	5.1758620690e+02	1.0000000000e+00	0.0000000000e+00	1.0000000000e+00	5.1656237793e+02	1.0238289669e+00	6.0009048320e-03	4.1517333906e+01	6.0009048320e-02	1.3839111302e+00	7.2196008926e-01	5.1740179443e+02	9.4491261989e-03	4.3404014039e+01	7.6348669827e-03	4.9538769722e+00	2.2601447105e+00
1.4000000000e+01	5.1758620690e+02	2.0000000000e+00	0.0000000000e+00	1.0000000000e+00	5.1656237793e+02	1.0238289669e+00	1.8287061155e-01	2.1626080799e+01	1.8287061155e+00	7.2086935995e-01	1.2747877377e+00	5.1782153320e+02	2.6200574636e-01	2.4540784841e+01	7.2538680397e-03	3.1096663475e+00	2.2573843002e+00
1.4000000000e+01	5.1758620690e+02	3.0000000000e+00	0.0000000000e+00	1.0000000000e+00	5.1656237793e+02	1.0238289669e+00	5.1365057006e-03	4.5434401072e+01	5.1365057006e-02	1.5144800357e+00	7.8292254637e-01	5.1740179443e+02	7.3976302519e-03	4.7298454419e+01	1.0555903427e-02	5.1237955093e+00	2.2593216896e+00
1.4000000000e+01	5.1758620690e+02	4.0000000000e+00	0.0000000000e+00	1.0000000000e+00	5.1824121094e+02	6.5500404095e-01	3.2060912251e-01	1.9075259598e+01	3.2060912251e+00	6.3584198660e-01	1.9209666059e+00	5.1824121094e+02	3.5974484682e-01	2.1118507975e+01	1.3528763317e-02	2.6856048107e+00	2.2529492378e+00
1.4000000000e+01	5.1758620690e+02	5.0000000000e+00	0.0000000000e+00	1.0000000000e+00	5.1656237793e+02	1.0238289669e+00	3.8274095859e-03	4.7282659815e+01	3.8274095859e-02	1.5760886605e+00	8.0718137818e-01	5.1614270020e+02	2.5749932975e-02	5.0050244021e+01	1.2024317868e-02	5.2308225632e+00	2.2588934898e+00
1.4000000000e+01	5.1758620690e+02	6.0000000000e+00	0.0000000000e+00	1.0000000000e+00	5.1656237793e+02	1.0238289669e+00	2.4787418079e-03	5.3091560566e+01	2.4787418079e-02	1.7697186855e+00	8.9725305180e-01	5.1656237793e+02	8.3676595241e-03	5.5817348596e+01	1.7406733707e-02	5.5318918228e+00	2.2567365170e+00
1.4000000000e+01	5.1758620690e+02	7.0000000000e+00	0.0000000000e+00	1.0000000000e+00	5.1908062744e+02	1.4944205449e+00	3.2517510653e-01	1.9244467386e+01	3.2517510653e+00	6.4148224621e-01	1.9466166557e+00	5.2033978271e+02	3.7474119663e-01	2.1464280768e+01	1.3721115887e-02	2.7015433311e+00	2.2642912865e+00
1.4000000000e+01	5.1758620690e+02	8.0000000000e+00	0.0000000000e+00	1.0000000000e+00	5.1656237793e+02	1.0238289669e+00	1.6925225034e-02	3.4480024582e+01	1.6925225034e-01	1.1493341527e+00	6.5929320153e-01	5.1698211670e+02	5.7814314961e-02	3.6196476176e+01	3.5071885213e-03	4.4389610291e+00	2.2477903366e+00
1.4000000000e+01	5.1758620690e+02	9.0000000000e+00	0.0000000000e+00	1.0000000000e+00	5.1698211670e+02	6.0409019733e-01	1.3876171410e-01	2.2510136976e+01	1.3876171410e+00	7.5033789921e-01	1.0689775201e+00	5.1824121094e+02	1.9191940129e-01	2.4427607915e+01	5.6719030254e-03	3.3328099251e+00	2.2591509819e+00
1.4000000000e+01	5.1758620690e+02	1.0000000000e+01	0.0000000000e+00	1.0000000000e+00	5.1656237793e+02	1.0238289669e+00	4.1323512793e-02	2.9060189367e+01	4.1323512793e-01	9.6867297890e-01	6.9095405341e-01	5.1698211670e+02	9.7170978785e-02	3.0687038072e+01	2.4778211955e-03	4.0027441978e+00	2.2498385906e+00
1.4000000000e+01	5.1758620690e+02	1.1000000000e+01	0.0000000000e+00	1.0000000000e+00	5.1656237793e+02	1.0238289669e+00	1.2350179255e-02	3.6192100736e+01	1.2350179255e-01	1.2064033579e+00	6.6495257521e-01	5.1740179443e+02	1.7490355298e-02	3.7154556761e+01	4.3061301112e-03	4.5760450363e+00	2.2598023415e+00
1.4000000000e+01	5.1758620690e+02	1.2000000000e+01	0.0000000000e+00	1.0000000000e+00	5.1656237793e+02	1.0238289669e+00	5.0487637520e-02	2.8256438315e+01	5.0487637520e-01	9.4188127718e-01	7.2337882619e-01	5.1782153320e+02	8.2105085254e-02	2.8779746530e+01	2.5985969696e-03	3.8752083778e+00	2.2599945068e+00
1.4000000000e+01	5.1758620690e+02	1.3000000000e+01	0.0000000000e+00	1.0000000000e+00	5.1656237793e+02	1.0238289669e+00	1.8926853314e-02	3.3785422768e+01	1.8926853314e-01	1.1261807589e+00	6.5772464603e-01	5.1740179443e+02	3.4643962979e-02	3.4819318488e+01	3.3053772058e-03	4.4086227417e+00	2.2528376579e+00
1.4000000000e+01	5.1758620690e+02	1.4000000000e+01	0.0000000000e+00	0.0000000000e+00	5.1194558716e+02	5.6406197383e+00	1.0465702508e-03	6.4274331638e+01	inf	inf	inf	5.1530328369e+02	2.9231091030e-03	6.5181634474e+01	2.9656473547e-02	6.0533819199e+00	2.2511539459e+00
1.4000000000e+01	5.1758620690e+02	1.5000000000e+01	0.0000000000e+00	1.0000000000e+00	5.1656237793e+02	1.0238289669e+00	4.0444511920e-02	2.9304961690e+01	4.0444511920e-01	9.7683205634e-01	6.9063858777e-01	5.1740179443e+02	7.2076275945e-02	2.9620603493e+01	2.4741017260e-03	4.0128240585e+00	2.2524082661e+00
1.4000000000e+01	5.1758620690e+02	1.6000000000e+01	0.0000000000e+00	0.0000000000e+00	5.1152587891e+02	6.0603279903e+00	3.0286670662e-03	5.0053734398e+01	inf	inf	inf	5.1236529541e+02	3.0539583415e-02	5.4982566129e+01	1.4713454060e-02	5.3579106331e+00	2.2363595963e+00
1.4000000000e+01	5.1758620690e+02	1.7000000000e+01	0.0000000000e+00	1.0000000000e+00	5.1656237793e+02	1.0238289669e+00	2.6630818844e-02	3.1677471225e+01	2.6630818844e-01	1.0559157075e+00	6.6111194797e-01	5.1782153320e+02	5.3143259138e-02	3.2584911135e+01	2.6448357385e-03	4.2669906616e+00	2.2558865547e+00
1.4000000000e+01	5.1758620690e+02	1.8000000000e+01	1.0000000000e+00	1.0000000000e+00	5.1656237793e+02	1.0238289669e+00	2.0787561312e-02	3.3184490492e+01	2.0787561312e-01	1.1061496831e+00	6.5701264809e-01	5.1698211670e+02	5.3355984390e-02	3.5158145065e+01	3.0693169683e-03	4.3771214485e+00	2.2530083656e+00
1.4000000000e+01	5.1758620690e+02	1.9000000000e+01	0.0000000000e+00	1.0000000000e+00	5.1656237793e+02	1.0238289669e+00	1.8435814418e-03	5.9214621779e+01	1.8435814418e-02	1.9738207260e+00	9.9612827019e-01	5.1530328369e+02	7.1089542471e-03	6.1651628622e+01	2.3620674387e-02	5.8031883240e+00	2.2542669773e+00
1.5000000000e+01	5.2586206897e+02	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	5.2285803223e+02	3.0040367390e+00	2.1109881345e-03	6.2555357156e+01	inf	inf	inf	5.1656237793e+02	4.5567754656e-02	7.2964850220e+01	2.8863606974e-02	5.9161362648e+00	2.2994444370e+00
1.5000000000e+01	5.2586206897e+02	1.0000000000e+00	0.0000000000e+00	1.0000000000e+00	5.2663543701e+02	7.7336804620e-01	3.8650082424e-03	5.2969255861e+01	3.8650082424e-02	1.7656418620e+00	9.0214597223e-01	5.2621569824e+02	4.0569324046e-03	5.3077928022e+01	1.8105681986e-02	5.3788771629e+00	2.3291723728e+00
1.5000000000e+01	5.2586206897e+02	2.0000000000e+00	0.0000000000e+00	1.0000000000e+00	5.2663543701e+02	7.7336804620e-01	2.2582185268e-01	2.0540969641e+01	2.2582185268e+00	6.8469898804e-01	1.4714587574e+00	5.2663543701e+02	2.6075115800e-01	2.2096926645e+01	9.9544283003e-03	2.9634451866e+00	2.3276984692e+00
1.5000000000e+01	5.2586206897e+02	3.0000000000e+00	0.0000000000e+00	1.0000000000e+00	5.2621569824e+02	3.5362927667e-01	1.1253937148e-02	3.9881883048e+01	1.1253937148e-01	1.3293961016e+00	7.2096773655e-01	5.2621569824e+02	1.7830807716e-02	4.1136586621e+01	7.4159340002e-03	4.7333621979e+00	2.3266615868e+00
1.5000000000e+01	5.2586206897e+02	4.0000000000e+00	0.0000000000e+00	1.0000000000e+00	5.2663543701e+02	7.7336804620e-01	2.3318763077e-01	2.0847073751e+01	2.3318763077e+00	6.9490245838e-01	1.5133893831e+00	5.2453686523e+02	3.4541046619e-01	2.4625791907e+01	9.9318139255e-03	2.9561665058e+00	2.3236100674e+00
1.5000000000e+01	5.2586206897e+02	5.0000000000e+00	0.0000000000e+00	0.0000000000e+00	5.2285803223e+02	3.0040367390e+00	5.3524728864e-03	4.6384075045e+01	inf	inf	inf	5.2579602051e+02	2.2503351793e-02	4.8525008626e+01	1.2188681401e-02	5.0892510414e+00	2.3216536045e+00
1.5000000000e+01	5.2586206897e+02	6.0000000000e+00	1.0000000000e+00	1.0000000000e+00	5.2621569824e+02	3.5362927667e-01	2.3295788094e-02	3.4760829304e+01	2.3295788094e-01	1.1586943101e+00	6.9582609555e-01	5.2705511475e+02	1.0002261400e-01	4.1242428598e+01	4.4750077650e-03	4.3410520554e+00	2.3321800232e+00
1.5000000000e+01	5.2586206897e+02	7.0000000000e+00	0.0000000000e+00	1.0000000000e+00	5.2453686523e+02	1.3252037311e+00	3.4201434255e-01	2.0175633378e+01	3.4201434255e+00	6.7252111261e-01	2.0463322690e+00	5.2621569824e+02	3.5453510284e-01	2.0422226117e+01	1.4165664092e-02	2.6815364361e+00	2.3173704147e+00
1.5000000000e+01	5.2586206897e+02	8.0000000000e+00	0.0000000000e+00	0.0000000000e+00	5.2831427002e+02	2.4522010540e+00	3.7289481610e-02	3.0905411100e+01	inf	inf	inf	5.2663543701e+02	6.1981860548e-02	3.1465698365e+01	6.7024198361e-03	4.0057725906e+00	2.3395543098e+00
1.5000000000e+01	5.2586206897e+02	9.0000000000e+00	0.0000000000e+00	0.0000000000e+00	5.2831427002e+02	2.4522010540e+00	3.1470648944e-02	3.1681349485e+01	inf	inf	inf	5.2495660400e+02	1.1302354932e-01	3.6377865000e+01	6.7139999010e-03	4.1129283905e+00	2.3441073895e+00
1.5000000000e+01	5.2586206897e+02	1.0000000000e+01	0.0000000000e+00	0.0000000000e+00	5.2831427002e+02	2.4522010540e+00	4.9864411354e-02	2.9277310511e+01	inf	inf	inf	5.2663543701e+02	8.0178253353e-02	2.9641576978e+01	6.8111917935e-03	3.8707580566e+00	2.3376686573e+00
1.5000000000e+01	5.2586206897e+02	1.1000000000e+01	0.0000000000e+00	1.0000000000e+00	5.2663543701e+02	7.7336804620e-01	4.2534437962e-03	5.1954806105e+01	4.2534437962e-02	1.7318268702e+00	8.8718065406e-01	5.2621569824e+02	5.4588606581e-03	5.1758065523e+01	1.7120130360e-02	5.2919473648e+00	2.3326530457e+00
1.5000000000e+01	5.2586206897e+02	1.2000000000e+01	0.0000000000e+00	0.0000000000e+00	5.2831427002e+02	2.4522010540e+00	6.7885503173e-02	2.6706237583e+01	inf	inf	inf	5.2621569824e+02	7.0338174701e-02	2.7155007101e+01	6.4800600521e-03	3.7403039932e+00	2.3344969749e+00
1.5000000000e+01	5.2586206897e+02	1.3000000000e+01	0.0000000000e+00	0.0000000000e+00	5.2831427002e+02	2.4522010540e+00	2.6495104656e-02	3.2800212077e+01	inf	inf	inf	5.2621569824e+02	3.4090146422e-02	3.2796000515e+01	6.1552412808e-03	4.1870861053e+00	2.3416786194e+00
1.5000000000e+01	5.2586206897e+02	1.4000000000e+01	0.0000000000e+00	1.0000000000e+00	5.2537628174e+02	4.8578722724e-01	2.1923542954e-03	6.1938597640e+01	2.1923542954e-02	2.0646199213e+00	1.0432717321e+00	5.2621569824e+02	8.6970003322e-03	6.4607898764e+01	2.8346795589e-02	5.8808588982e+00	2.3087973595e+00
1.5000000000e+01	5.2586206897e+02	1.5000000000e+01	0.0000000000e+00	0.0000000000e+00	5.2831427002e+02	2.4522010540e+00	2.3440276273e-03	6.1122752313e+01	inf	inf	inf	5.2327777100e+02	1.7241250724e-02	6.2594928366e+01	2.9591718689e-02	5.7737321854e+00	2.3386797905e+00
1.5000000000e+01	5.2586206897e+02	1.6000000000e+01	0.0000000000e+00	1.0000000000e+00	5.2621569824e+02	3.5362927667e-01	7.6923635788e-03	4.3964485413e+01	7.6923635788e-02	1.4654828471e+00	7.7120324145e-01	5.2747485352e+02	7.9256385565e-02	4.9228156308e+01	9.9744014442e-03	4.9148516655e+00	2.3225784302e+00
1.5000000000e+01	5.2586206897e+02	1.7000000000e+01	0.0000000000e+00	0.0000000000e+00	5.2831427002e+02	2.4522010540e+00	3.2699517906e-02	3.1501717278e+01	inf	inf	inf	5.2663543701e+02	4.4046640396e-02	3.1591855288e+01	6.8301698193e-03	4.0735397339e+00	2.3440289497e+00
1.5000000000e+01	5.2586206897e+02	1.8000000000e+01	0.0000000000e+00	0.0000000000e+00	5.2831427002e+02	2.4522010540e+00	3.6111086607e-02	3.1079873265e+01	inf	inf	inf	5.2663543701e+02	5.2764210850e-02	3.1067112834e+01	6.8340045400e-03	4.0144777298e+00	2.3414363861e+00
1.5000000000e+01	5.2586206897e+02	1.9000000000e+01	0.0000000000e+00	1.0000000000e+00	5.2537628174e+02	4.8578722724e-01	8.4288802464e-04	7.3718252285e+01	8.4288802464e-03	2.4572750762e+00	1.2328519782e+00	5.2411718750e+02	5.3097014315e-03	7.5460405053e+01	4.3070562184e-02	6.3696422577e+00	2.3115985394e+00
1.6000000000e+01	5.3413793103e+02	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	5.3670843506e+02	2.5705040241e+00	2.2940845229e-03	5.7731628127e+01	inf	inf	inf	5.3670843506e+02	2.2955734283e-02	6.0871236626e+01	2.5665612891e-02	5.4398903847e+00	2.3821921349e+00
1.6000000000e+01	5.3413793103e+02	1.0000000000e+00	0.0000000000e+00	0.0000000000e+00	5.3670843506e+02	2.5705040241e+00	2.4516177364e-03	6.2714882425e+01	inf	inf	inf	5.3419018555e+02	3.1442570034e-03	6.1599156657e+01	2.9769577086e-02	5.6341071129e+00	2.3744628429e+00
1.6000000000e+01	5.3413793103e+02	2.0000000000e+00	0.0000000000e+00	1.0000000000e+00	5.3544934082e+02	1.3114097858e+00	1.8182754517e-01	2.1227560755e+01	1.8182754517e+00	7.0758535849e-01	1.2629304051e+00	5.3628875732e+02	2.7185368538e-01	2.5667132885e+01	1.0189633816e-02	3.0065221786e+00	2.4024772644e+00
1.6000000000e+01	5.3413793103e+02	3.0000000000e+00	0.0000000000e+00	0.0000000000e+00	5.3670843506e+02	2.5705040241e+00	4.6949435025e-02	3.1129360170e+01	inf	inf	inf	5.3460992432e+02	6.2648467720e-02	3.1478337164e+01	6.9126146846e-03	3.9117259979e+00	2.3836414814e+00
1.6000000000e+01	5.3413793103e+02	4.0000000000e+00	0.0000000000e+00	0.0000000000e+00	5.3670843506e+02	2.5705040241e+00	3.8812544663e-03	5.0159460964e+01	inf	inf	inf	5.3628875732e+02	3.1741656363e-02	5.2343268203e+01	1.8251070753e-02	5.1214094162e+00	2.3873996735e+00
1.6000000000e+01	5.3413793103e+02	5.0000000000e+00	0.0000000000e+00	0.0000000000e+00	5.3670843506e+02	2.5705040241e+00	9.1223614290e-03	4.1231054009e+01	inf	inf	inf	5.3460992432e+02	2.1750215441e-02	4.2127958612e+01	1.2222039513e-02	4.6315951347e+00	2.3863108158e+00
1.6000000000e+01	5.3413793103e+02	6.0000000000e+00	0.0000000000e+00	1.0000000000e+00	5.3544934082e+02	1.3114097858e+00	1.8252034485e-01	2.1679270782e+01	1.8252034485e+00	7.2264235939e-01	1.2739229040e+00	5.3544934082e+02	2.1339620650e-01	2.2565255317e+01	1.0242520832e-02	3.0045442581e+00	2.4098222256e+00
1.6000000000e+01	5.3413793103e+02	7.0000000000e+00	0.0000000000e+00	1.0000000000e+00	5.3544934082e+02	1.3114097858e+00	1.7551006377e-01	2.1764352833e+01	1.7551006377e+00	7.2547842777e-01	1.2402895327e+00	5.3628875732e+02	2.5434574485e-01	2.5169908759e+01	9.9588129669e-03	3.0580885410e+00	2.4019694328e+00
1.6000000000e+01	5.3413793103e+02	8.0000000000e+00	0.0000000000e+00	0.0000000000e+00	5.3628875732e+02	2.1508262897e+00	1.0129792988e-01	2.8310401346e+01	inf	inf	inf	5.3544934082e+02	1.1781649292e-01	2.8415352455e+01	7.4741658755e-03	3.5722775459e+00	2.3858311176e+00
1.6000000000e+01	5.3413793103e+02	9.0000000000e+00	0.0000000000e+00	0.0000000000e+00	5.3670843506e+02	2.5705040241e+00	1.8157681916e-03	6.2243071426e+01	inf	inf	inf	5.3419018555e+02	9.5815556124e-03	6.2253151469e+01	3.0328225344e-02	5.6073617935e+00	2.3804731369e+00
1.6000000000e+01	5.3413793103e+02	1.0000000000e+01	0.0000000000e+00	0.0000000000e+00	5.3670843506e+02	2.5705040241e+00	4.1980225593e-02	3.1781166454e+01	inf	inf	inf	5.3586901855e+02	7.3003157973e-02	3.2834533734e+01	7.4144988321e-03	3.9400353432e+00	2.3902459145e+00
